siparis_id,musteri_id,siparis_tarihi,sehir,bolge,kategori,urun_adi,adet,birim_fiyat,indirim_orani,kargo_ucreti,odeme_turu,musteri_tipi,teslimat_gunu,musteri_puani,iade_durumu,kar_marji_orani,toplam_tutar
SIP100397,MUS1322,2024-02-13 14:05:00,Trabzon,Karadeniz,Ev ve Yaşam,Masa Lambası,3,685.79,0.0,39.9,Dijital Cüzdan,Mevcut,3.0,1.0,Hayır,0.373,2097.27
SIP101308,MUS1022,2025-11-01 08:11:00,Konya,İç Anadolu,Ev ve Yaşam,Termos,2,550.5,0.0,59.9,Havale/EFT,Mevcut,3.0,5.0,Hayır,0.319,1160.9
SIP100918,MUS1285,2024-01-20 12:35:00,Bursa,Marmara,Spor,Dambıl Seti,4,1533.08,0.0,49.9,dijital cüzdan,Mevcut,1.0,4.0,Hayır,0.231,6182.22
SIP100727,MUS1167,2025-06-11 09:04:00,İstanbul,Marmara,Elektronik,Akıllı Saat,2,3080.35,0.0,49.9,Dijital Cüzdan,Mevcut,4.0,5.0,Hayır,0.21,6210.6
SIP101304,MUS1165,2025-10-30 20:49:00,Ankara,İç Anadolu,Ofis,Mouse Pad,1,153.63,0.0,49.9,Banka Kartı,Yeni,7.0,5.0,Hayır,0.229,203.53
SIP100157,MUS1309,2025-10-22 21:09:00,İstanbul,Marmara,Ofis,Mouse Pad,2,173.36,0.1,29.9,Kredi Kartı,Yeni,2.0,,Hayır,0.338,341.95
SIP101015,MUS1247,2024-09-20 14:29:00,İstanbul,Marmara,Kitap,Python Notları,5,235.34,0.1,49.9,Kredi Kartı,Yeni,5.0,5.0,Hayır,0.3,1108.93
SIP100867,MUS1097,2024-05-08 10:00:00,Adana,Akdeniz,Ofis,Defter Seti,1,157.83,0.0,39.9,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.301,197.73
SIP100077,MUS1389,2024-01-11 16:12:00,Adana,Akdeniz,Ofis,Kalem Seti,2,100.82,0.0,39.9,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.265,241.54
SIP100486,MUS1408,2025-11-07 08:30:00,Samsun,Karadeniz,Spor,Direnç Bandı,1,261.24,0.0,39.9,Kredi Kartı,Yeni,5.0,,Hayır,0.315,301.14
SIP100448,MUS1286,2025-05-08 13:42:00,İstanbul,Marmara,Kitap,Python Notları,1,218.56,0.0,0.0,Banka Kartı,,2.0,4.0,Hayır,0.3,218.56
SIP101065,MUS1003,2024-07-31 18:57:00,Mersin,Akdeniz,Kozmetik,Yüz Temizleme Jeli,1,320.23,0.0,39.9,Kredi Kartı,,3.0,5.0,Hayır,0.19,360.13
SIP100708,MUS1188,2025-11-29 12:25:00,Antalya,Akdeniz,Ofis,Mouse Pad,1,190.48,0.0,39.9,Kredi Kartı,VIP,1.0,3.0,Hayır,0.33,230.38
SIP100454,MUS1367,2024-12-05 16:49:00,İstanbul,Marmara,Ev ve Yaşam,Kahve Kupası,4,197.11,0.1,59.9,Banka Kartı,Mevcut,4.0,4.0,Hayır,0.258,769.5
SIP100173,MUS1083,2025-03-27 15:49:00,İstanbul,Marmara,Kitap,Girişimcilik,4,203.82,0.05,59.9,Kredi Kartı,mevcut,3.0,5.0,Hayır,0.345,834.42
SIP100215,MUS1038,2024-02-16 14:03:00,İzmir,Ege,Spor,Suluk,1,193.0,0.1,49.9,Banka Kartı,Yeni,3.0,2.0,Hayır,0.338,223.6
SIP100209,MUS1177,2025-09-13 10:20:00,Bursa,Marmara,Ev ve Yaşam,Saklama Kutusu,1,236.34,0.0,39.9,Kapıda Ödeme,Yeni,2.0,4.0,Hayır,0.289,276.24
SIP101234,MUS1181,2024-09-27 22:04:00,İzmir,Ege,Elektronik,Bluetooth Hoparlör,1,1158.27,,39.9,Kredi Kartı,Mevcut,4.0,5.0,Evet,0.22,1198.17
SIP100520,MUS1285,2024-07-27 14:35:00,Konya,İç Anadolu,Kitap,Zaman Yönetimi,2,180.85,0.0,0.0,,Mevcut,4.0,2.0,Hayır,0.375,361.7
SIP100560,MUS1288,2024-10-26 17:14:00,Bursa,Marmara,Elektronik,Akıllı Saat,1,3029.54,0.0,49.9,Havale/EFT,Mevcut,6.0,4.0,Hayır,0.325,3079.44
SIP101150,MUS1388,2024-09-02 12:10:00,İzmir,Ege,Ofis,Defter Seti,2,144.4,0.05,49.9,Banka Kartı,Yeni,1.0,4.0,Hayır,0.275,324.26
SIP100828,MUS1260,2025-03-08 22:58:00,Bursa,Marmara,Spor,Suluk,1,217.05,0.05,29.9,Kapıda Ödeme,Mevcut,2.0,5.0,Hayır,0.262,236.1
SIP100003,MUS1358,2025-04-04 17:17:00,Adana,Akdeniz,spor,Dambıl Seti,2,1515.6,0.0,39.9,Kapıda Ödeme,Yeni,2.0,5.0,Hayır,0.228,3071.1
SIP101229,MUS1137,2025-10-23 11:07:00,Bursa,Marmara,Elektronik,Kablosuz Kulaklık,2,1521.64,0.0,59.9,Kredi Kartı,Yeni,3.0,,Evet,0.3,3103.18
SIP100443,MUS1031,2025-03-07 18:56:00,Mersin,Akdeniz,Kitap,Zaman Yönetimi,4,148.11,0.0,59.9,Havale/EFT,Yeni,6.0,3.0,Hayır,0.263,652.34
SIP100526,MUS1315,2024-10-19 11:02:00,İstanbul,Marmara,Kitap,Girişimcilik,1,190.67,0.05,39.9,Havale/EFT,Mevcut,3.0,4.0,Hayır,0.381,221.04
SIP100117,MUS1311,2024-10-08 08:36:00,İstanbul,Marmara,Kitap,Zaman Yönetimi,1,160.85,0.05,49.9,Kapıda Ödeme,Mevcut,1.0,5.0,Hayır,0.372,202.71
SIP100654,MUS1398,2024-06-06 11:21:00,İstanbul,Marmara,Spor,Spor Çantası,3,874.03,0.1,29.9,Dijital Cüzdan,Mevcut,3.0,5.0,Hayır,0.357,2389.78
SIP101301,MUS1369,2025-11-25 12:54:00,Mersin,Akdeniz,kozmetık,Şampuan,2,177.92,0.05,49.9,Dijital Cüzdan,Mevcut,2.0,5.0,Hayır,0.224,387.95
SIP100481,MUS1223,2024-04-16 11:34:00,Kocaeli,Marmara,Kitap,Zaman Yönetimi,2,158.08,0.1,49.9,Kapıda Ödeme,Mevcut,3.0,4.0,Hayır,0.267,334.44
SIP100212,MUS1158,2024-07-13 20:10:00,Ankara,İç Anadolu,Kozmetik,Güneş Kremi,3,470.14,0.05,49.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.395,1389.8
SIP100378,MUS1328,2024-11-05 13:08:00,İzmir,Ege,Elektronik,Webcam,2,943.7,,29.9,Dijital Cüzdan,Mevcut,2.0,5.0,Hayır,0.25,1917.3
SIP101256,MUS1262,2025-05-08 19:21:00,İstanbul,Marmara,Ofis,Kalem Seti,1,104.45,0.15,59.9,Kapıda Ödeme,Yeni,5.0,5.0,Hayır,0.31,148.68
SIP100704,MUS1229,2024-09-22 09:02:00,Konya,İç Anadolu,Elektronik,Akıllı Saat,1,2887.51,0.0,49.9,Kredi Kartı,Mevcut,6.0,4.0,Hayır,0.301,2937.41
SIP100483,MUS1162,2024-08-21 22:16:00,Ankara,İç Anadolu,Elektronik,Powerbank,2,853.43,0.15,39.9,Kredi Kartı,Mevcut,3.0,3.0,Hayır,0.341,1490.73
SIP100992,MUS1052,2025-04-27 21:17:00,Gaziantep,Güneydoğu Anadolu,Spor,Dambıl Seti,1,1409.01,0.0,49.9,Kapıda Ödeme,Yeni,2.0,1.0,Evet,0.314,1458.91
SIP100154,MUS1236,2024-04-27 14:01:00,Adana,Akdeniz,Spor,Suluk,1,187.63,0.05,49.9,Dijital Cüzdan,Yeni,3.0,5.0,Hayır,0.228,228.15
SIP100420,MUS1287,2024-07-04 12:06:00,İstanbul,Marmara,Kitap,Girişimcilik,4,206.49,0.0,49.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.187,875.86
SIP100311,MUS1318,2025-07-22 10:31:00,Konya,İç Anadolu,Kitap,Python Notları,1,223.13,0.05,39.9,Kredi Kartı,Yeni,4.0,2.0,Hayır,0.36,251.87
SIP100479,MUS1099,2025-06-10 20:32:00,İstanbul,Marmara,Kozmetik,Güneş Kremi,3,455.19,0.0,49.9,Kredi Kartı,Yeni,1.0,5.0,Hayır,0.2,1415.47
SIP101173,MUS1371,2025-02-02 21:00:00,İzmir,Ege,Kitap,Girişimcilik,1,205.92,0.1,49.9,Banka Kartı,VIP,,5.0,Hayır,0.263,235.23
SIP100129,MUS1204,2024-04-11 18:23:00,İzmir,Ege,Ev ve Yaşam,Saklama Kutusu,2,242.89,0.0,0.0,Banka Kartı,VIP,5.0,4.0,Hayır,0.235,485.78
SIP100262,MUS1390,2025-01-21 18:38:00,Mersin,Akdeniz,Elektronik,Webcam,2,872.56,0.05,59.9,Banka Kartı,Mevcut,5.0,4.0,Hayır,0.271,1717.76
SIP101137,MUS1421,2025-01-27 14:35:00,Konya,İç Anadolu,Ev ve Yaşam,Masa Lambası,1,622.8,0.05,29.9,Kredi Kartı,Mevcut,1.0,5.0,Hayır,0.361,621.56
SIP101127,MUS1228,2024-12-12 21:45:00,Trabzon,Karadeniz,Elektronik,Powerbank,3,828.53,0.1,39.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.224,1700.45
SIP100041,MUS1448,2024-08-03 18:15:00,Trabzon,Karadeniz,Elektronik,Webcam,1,937.76,0.15,49.9,Banka Kartı,Yeni,3.0,4.0,Hayır,0.406,847.0
SIP100496,MUS1435,2024-09-26 19:56:00,İstanbul,Marmara,Kozmetik,Nemlendirici,4,413.33,0.1,0.0,Banka Kartı,Mevcut,5.0,4.0,Hayır,0.18,1487.99
SIP100153,MUS1208,2024-01-20 15:58:00,Kayseri,İç Anadolu,Elektronik,Akıllı Saat,2,3003.34,0.0,39.9,Kredi Kartı,Yeni,2.0,4.0,Hayır,0.188,6046.58
SIP101258,MUS1353,2025-10-05 12:46:00,Konya,İç Anadolu,Ev ve Yaşam,Saklama Kutusu,1,214.08,0.2,29.9,Dijital Cüzdan,Yeni,7.0,4.0,Hayır,0.322,201.16
SIP100192,MUS1016,2025-11-18 18:25:00,Konya,İç Anadolu,Elektronik,Kablosuz Kulaklık,2,1510.54,0.0,49.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.336,3070.98
SIP100295,MUS1079,2025-02-22 18:31:00,İzmir,Ege,Ofis,Defter Seti,2,154.24,0.0,39.9,Kredi Kartı,Yeni,3.0,4.0,Hayır,0.235,348.38
SIP101281,MUS1299,2025-05-27 12:25:00,Antalya,Akdeniz,Kozmetik,Serum,2,490.93,0.15,49.9,Banka Kartı,,4.0,,Hayır,0.278,884.48
SIP100178,MUS1041,2025-12-13 21:08:00,İstanbul,Marmara,Ofis,Not Tutucu,2,125.17,0.0,29.9,Havale/EFT,Mevcut,1.0,5.0,Hayır,0.34,280.24
SIP100124,MUS1242,2025-08-21 14:52:00,Adana,Akdeniz,Kitap,İş Analitiği Rehberi,3,288.0,0.15,49.9,Banka Kartı,Mevcut,4.0,3.0,Hayır,0.186,784.3
SIP100627,MUS1370,2025-12-07 16:57:00,İzmir,Ege,Kozmetik,Yüz Temizleme Jeli,3,324.24,0.0,0.0,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.275,972.72
SIP101098,MUS1223,2024-02-23 18:53:00,,Marmara,Kitap,Python Notları,2,227.13,0.0,29.9,Kredi Kartı,VIP,5.0,4.0,Hayır,0.415,484.16
SIP100587,MUS1372,2025-07-17 13:54:00,İzmir,Ege,Ofis,Mouse Pad,1,171.04,0.05,49.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.186,212.39
SIP101202,MUS1370,2024-04-15 17:50:00,Eskişehir,İç Anadolu,Ofis,Not Tutucu,3,125.19,0.0,49.9,Havale/EFT,Yeni,2.0,4.0,Hayır,0.241,425.47
SIP100559,MUS1387,2024-05-19 13:18:00,Ankara,İç Anadolu,Elektronik,Powerbank,2,838.38,0.0,29.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.272,1706.66
SIP100296,MUS1446,2025-04-04 17:30:00,Gaziantep,Güneydoğu Anadolu,Spor,Yoga Matı,5,754.79,0.05,59.9,Banka Kartı,Mevcut,2.0,3.0,Hayır,0.37,3645.15
SIP100437,MUS1353,2025-12-21 14:18:00,Bursa,Marmara,Ev ve Yaşam,Saklama Kutusu,1,216.18,0.15,39.9,Kredi Kartı,Mevcut,6.0,3.0,Hayır,0.297,223.65
SIP100581,MUS1368,2025-06-22 17:44:00,Konya,İç Anadolu,Spor,Direnç Bandı,3,268.54,0.0,49.9,Banka Kartı,Yeni,3.0,4.0,Hayır,0.19,855.52
SIP100668,MUS1223,2024-03-08 13:13:00,İstanbul,Marmara,Spor,Direnç Bandı,3,236.74,0.0,29.9,Kapıda Ödeme,Mevcut,3.0,4.0,Hayır,0.213,740.12
SIP100949,MUS1403,2024-02-25 14:22:00,İstanbul,Marmara,Kozmetik,Serum,1,484.35,0.0,29.9,Kredi Kartı,Yeni,1.0,5.0,Hayır,0.226,514.25
SIP100531,MUS1125,2025-08-11 12:44:00,Mersin,Akdeniz,Ofis,Kalem Seti,2,101.9,0.05,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.256,233.51
SIP101010,MUS1408,2025-10-11 10:13:00,İstanbul,Marmara,Ev ve Yaşam,Termos,2,477.52,,39.9,Kredi Kartı,Yeni,4.0,2.0,Hayır,0.218,994.94
SIP101159,MUS1161,2025-07-14 21:51:00,Mersin,Akdeniz,Ev ve Yaşam,Saklama Kutusu,4,230.43,0.0,39.9,eft,Yeni,3.0,3.0,Hayır,0.357,961.62
SIP100361,MUS1026,2024-12-01 10:05:00,Adana,Akdeniz,Elektronik,Bluetooth Hoparlör,2,1158.6,0.0,39.9,Havale/EFT,VIP,5.0,4.0,Hayır,0.356,2357.1
SIP101090,MUS1435,2025-10-20 16:52:00,Antalya,Akdeniz,Ev ve Yaşam,Saklama Kutusu,1,211.33,0.0,49.9,Dijital Cüzdan,VIP,4.0,2.0,Hayır,0.338,261.23
SIP100825,MUS1202,2025-07-01 21:15:00,Samsun,Karadeniz,Ofis,Defter Seti,1,146.78,0.2,59.9,Kapıda Ödeme,Mevcut,3.0,4.0,Hayır,0.324,177.32
SIP100916,MUS1306,2024-09-21 14:52:00,Ankara,İç Anadolu,Spor,Suluk,1,207.19,0.0,49.9,Dijital Cüzdan,Yeni,5.0,4.0,Hayır,0.198,257.09
SIP101191,MUS1381,2025-09-24 19:34:00,Kocaeli,Marmara,Ev ve Yaşam,Termos,2,515.91,0.2,29.9,dijital cüzdan,Yeni,5.0,4.0,Hayır,0.199,855.36
SIP101346,MUS1134,2024-09-24 18:20:00,İzmir,Ege,Kozmetik,Güneş Kremi,2,451.71,0.15,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.384,807.81
SIP100595,MUS1028,2025-10-30 21:38:00,İzmir,Ege,Elektronik,Bluetooth Hoparlör,3,1278.0,0.1,49.9,Dijital Cüzdan,Mevcut,3.0,2.0,Hayır,0.276,3500.5
SIP100516,MUS1218,2025-08-26 20:47:00,Bursa,Marmara,Spor,Suluk,3,191.92,0.05,59.9,Dijital Cüzdan,Mevcut,4.0,,Hayır,0.251,606.87
SIP100125,MUS1155,2025-09-16 11:41:00,istanbul,Marmara,Kozmetik,Güneş Kremi,4,462.45,0.05,0.0,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.295,1757.31
SIP100672,MUS1229,2024-05-30 18:09:00,Eskişehir,İç Anadolu,Kitap,Veri Bilimi 101,5,257.16,0.0,39.9,Kredi Kartı,Yeni,5.0,5.0,Hayır,0.348,1325.7
SIP100899,MUS1040,2024-03-24 09:03:00,İstanbul,Marmara,Spor,Direnç Bandı,2,252.58,0.0,39.9,Kredi Kartı,Yeni,1.0,5.0,Hayır,0.389,545.06
SIP100351,MUS1289,2024-11-14 13:05:00,İstanbul,Marmara,Spor,Suluk,3,231.41,0.0,49.9,Banka Kartı,Yeni,2.0,4.0,Hayır,0.35,744.13
SIP101033,MUS1002,2025-01-22 17:03:00,Mersin,Akdeniz,Ofis,Not Tutucu,2,138.52,0.1,39.9,Dijital Cüzdan,Mevcut,5.0,4.0,Hayır,0.273,289.24
SIP100368,MUS1323,2025-01-27 10:26:00,Bursa,Marmara,Elektronik,Webcam,1,938.08,0.0,49.9,Kredi Kartı,VIP,2.0,5.0,Hayır,0.326,987.98
SIP100334,MUS1128,2024-12-25 14:20:00,Gaziantep,Güneydoğu Anadolu,Kozmetik,Şampuan,1,226.75,0.1,0.0,Havale/EFT,Yeni,4.0,4.0,Hayır,0.242,204.08
SIP101181,MUS1045,2025-10-11 12:44:00,Kayseri,İç Anadolu,Kitap,Zaman Yönetimi,4,167.86,0.15,59.9,Banka Kartı,VIP,4.0,5.0,Hayır,0.417,630.62
SIP100951,MUS1002,2024-06-15 09:29:00,Konya,İç Anadolu,Spor,Suluk,2,210.9,0.0,49.9,Dijital Cüzdan,VIP,7.0,5.0,Hayır,0.205,471.7
SIP100505,MUS1226,2025-05-13 20:30:00,Bursa,Marmara,Ofis,Mouse Pad,2,181.92,0.0,29.9,Dijital Cüzdan,Yeni,7.0,4.0,Hayır,0.201,393.74
SIP100919,MUS1073,2025-08-04 14:28:00,Konya,İç Anadolu,Ev ve Yaşam,Saklama Kutusu,1,243.21,0.0,39.9,Kredi Kartı,Mevcut,1.0,5.0,Hayır,0.413,283.11
SIP100293,MUS1289,2024-11-29 14:17:00,Konya,İç Anadolu,Kozmetik,Nemlendirici,1,355.35,0.0,39.9,Kapıda Ödeme,Mevcut,3.0,4.0,Hayır,0.319,395.25
SIP100696,MUS1093,2025-11-19 17:49:00,Antalya,Akdeniz,Spor,Dambıl Seti,1,1566.15,0.05,29.9,Kredi Kartı,Yeni,1.0,1.0,Hayır,0.398,1517.74
SIP100455,MUS1268,2024-01-03 13:22:00,İzmir,Ege,Elektronik,Bluetooth Hoparlör,1,1302.14,0.0,49.9,Kapıda Ödeme,VIP,2.0,5.0,Hayır,0.232,1352.04
SIP101349,MUS1026,2025-12-22 13:58:00,İstanbul,Marmara,Spor,Yoga Matı,2,746.15,0.15,29.9,Kredi Kartı,,1.0,4.0,Evet,0.38,1298.36
SIP100793,MUS1143,2024-12-30 15:42:00,Antalya,Akdeniz,ofis,Not Tutucu,1,132.29,0.1,0.0,Banka Kartı,Mevcut,2.0,4.0,Hayır,0.392,119.06
SIP100225,MUS1273,2025-11-09 15:33:00,Bursa,Marmara,Kozmetik,Güneş Kremi,2,458.29,0.05,29.9,Kredi Kartı,VIP,5.0,5.0,Hayır,0.204,900.65
SIP100959,MUS1438,2025-03-15 18:15:00,Adana,Akdeniz,Ofis,Kalem Seti,4,95.48,0.0,49.9,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.408,431.82
SIP100267,MUS1169,2025-07-20 22:37:00,Gaziantep,Güneydoğu Anadolu,Elektronik,Webcam,4,983.35,0.05,59.9,Banka Kartı,Mevcut,4.0,2.0,Hayır,0.32,3796.63
SIP101208,MUS1441,2024-08-10 09:35:00,Ankara,İç Anadolu,Ev ve Yaşam,Organizer,3,258.06,0.05,49.9,Kredi Kartı,Mevcut,4.0,3.0,Hayır,0.386,785.37
SIP101271,MUS1090,2024-08-25 20:51:00,Samsun,Karadeniz,Spor,Suluk,3,202.08,0.05,49.9,Dijital Cüzdan,Mevcut,2.0,4.0,Hayır,0.258,625.83
SIP100968,MUS1103,2024-10-10 22:14:00,Bursa,Marmara,Kitap,Veri Bilimi 101,3,255.68,0.05,59.9,Kredi Kartı,Yeni,2.0,,Evet,0.382,788.59
SIP100357,MUS1411,2025-03-21 18:08:00,İstanbul,Marmara,Kozmetik,Yüz Temizleme Jeli,3,299.76,0.2,39.9,Kredi Kartı,Yeni,,5.0,Hayır,0.311,759.32
SIP100075,MUS1343,2024-03-29 12:56:00,Antalya,Akdeniz,Ofis,Mekanik Klavye,2,2095.36,0.0,29.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.209,4220.62
SIP100954,MUS1016,2025-03-26 11:40:00,Antalya,Akdeniz,Ev ve Yaşam,Saklama Kutusu,1,238.07,0.0,0.0,Banka Kartı,Mevcut,3.0,3.0,Evet,0.371,238.07
SIP100563,MUS1165,2025-10-14 15:39:00,İstanbul,Marmara,Ofis,Defter Seti,2,146.47,0.0,0.0,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.213,292.94
SIP100204,MUS1156,2024-03-21 12:12:00,Samsun,Karadeniz,Kozmetik,Güneş Kremi,1,468.79,0.0,29.9,Banka Kartı,Mevcut,4.0,5.0,Hayır,0.29,498.69
SIP100343,MUS1062,2025-09-18 17:03:00,Samsun,Karadeniz,Elektronik,Akıllı Saat,1,3020.07,0.0,0.0,,Mevcut,1.0,4.0,Hayır,0.304,3020.07
SIP100826,MUS1083,2024-04-02 22:52:00,Samsun,Karadeniz,Ofis,Mouse Pad,1,178.52,0.15,49.9,Havale/EFT,Yeni,1.0,1.0,Hayır,0.258,201.64
SIP100680,MUS1096,2025-04-10 16:27:00,Samsun,Karadeniz,Kozmetik,Nemlendirici,1,392.39,0.05,49.9,Banka Kartı,Mevcut,5.0,5.0,Hayır,0.342,422.67
SIP100468,MUS1288,2025-09-22 21:43:00,Ankara,İç Anadolu,Spor,Yoga Matı,2,707.72,0.1,59.9,Havale/EFT,Mevcut,5.0,3.0,Hayır,0.38,1333.8
SIP100781,MUS1387,2025-04-25 09:58:00,Konya,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,2,317.05,0.2,49.9,Kredi Kartı,Yeni,3.0,,Hayır,0.307,557.18
SIP100007,MUS1344,2024-10-11 15:40:00,Kayseri,İç Anadolu,Elektronik,Akıllı Saat,5,3202.18,0.15,49.9,Kapıda Ödeme,Yeni,2.0,4.0,Hayır,0.379,13659.16
SIP100386,MUS1193,2024-01-21 13:16:00,İstanbul,Marmara,Elektronik ,Webcam,1,939.23,0.0,39.9,Dijital Cüzdan,,6.0,3.0,Hayır,0.233,979.13
SIP101182,MUS1320,2025-10-27 08:39:00,Mersin,Akdeniz,Elektronik ,Kablosuz Kulaklık,1,1506.02,0.0,39.9,Dijital Cüzdan,Yeni,1.0,5.0,Hayır,0.292,1545.92
SIP100379,MUS1115,2024-06-27 19:35:00,Trabzon,Karadeniz,Kitap,İş Analitiği Rehberi,2,265.31,0.05,29.9,Havale/EFT,VIP,4.0,3.0,Hayır,0.363,533.99
SIP100015,MUS1153,2024-09-26 16:48:00,İzmir,Ege,Spor,Yoga Matı,4,743.03,0.15,39.9,Kredi Kartı,VIP,,4.0,Hayır,0.376,2566.2
SIP100401,MUS1293,2025-07-02 22:22:00,Antalya,Akdeniz,Elektronik,Webcam,2,891.35,0.1,39.9,Dijital Cüzdan,Yeni,2.0,3.0,Hayır,0.232,1644.33
SIP100952,MUS1170,2025-04-22 17:13:00,Konya,İç Anadolu,Kitap,Python Notları,3,212.45,0.0,39.9,Kredi Kartı,,1.0,,Hayır,0.301,677.25
SIP100081,MUS1052,2025-05-10 12:46:00,Adana,Akdeniz,ev ve yaşam,Masa Lambası,4,665.98,0.0,49.9,Banka Kartı,Mevcut,2.0,4.0,Hayır,0.302,2713.82
SIP100983,MUS1310,2024-10-09 11:00:00,Antalya,Akdeniz,Kozmetik,Şampuan,2,181.23,0.2,39.9,Dijital Cüzdan,Mevcut,2.0,5.0,Hayır,0.335,329.87
SIP101142,MUS1076,2025-11-09 17:04:00,İzmir,Ege,Kitap,Veri Bilimi 101,1,287.23,0.0,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.33,327.13
SIP100366,MUS1096,2025-02-08 15:01:00,İstanbul,Marmara,Kozmetik,Şampuan,1,185.93,0.0,39.9,Kredi Kartı,mevcut,6.0,5.0,Hayır,0.412,225.83
SIP100652,MUS1155,2025-02-27 09:31:00,Ankara,İç Anadolu,Elektronik,Webcam,23,859.65,0.0,39.9,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.257,19811.85
SIP101201,MUS1434,2025-03-22 16:25:00,Ankara,İç Anadolu,Kitap,Zaman Yönetimi,38,148.76,0.0,39.9,Dijital Cüzdan,yeni,3.0,5.0,Hayır,0.39,5692.78
SIP100521,MUS1061,2024-12-18 20:45:00,Bursa,Marmara,Ofis,Kalem Seti,1,95.35,0.05,39.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.272,130.48
SIP101285,MUS1245,2024-02-12 09:02:00,Bursa,Marmara,Ev ve Yaşam,Saklama Kutusu,4,224.22,0.0,39.9,Kredi Kartı,Yeni,5.0,5.0,Hayır,0.411,936.78
SIP100948,MUS1075,2024-12-17 12:23:00,İstanbul,Marmara,Ofis,Kalem Seti,2,103.84,0.05,39.9,Dijital Cüzdan,Mevcut,3.0,4.0,Hayır,0.236,237.2
SIP100822,MUS1217,2024-02-27 15:34:00,İzmir,Ege,Ofis,Kalem Seti,1,100.68,0.05,29.9,Kredi Kartı,VIP,2.0,3.0,Hayır,0.404,125.55
SIP100066,MUS1130,2024-12-11 20:56:00,Ankara,İç Anadolu,Spor,Suluk,1,203.8,0.0,39.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.264,243.7
SIP100981,MUS1106,2025-07-03 14:30:00,İzmir,Ege,Elektronik,Bluetooth Hoparlör,1,1196.93,0.05,29.9,Havale/EFT,Mevcut,1.0,1.0,Hayır,0.21,1166.98
SIP100309,MUS1060,2025-09-21 17:05:00,İstanbul,Marmara,Kitap,İş Analitiği Rehberi,1,267.89,0.15,39.9,Banka Kartı,Yeni,7.0,5.0,Hayır,0.197,267.61
SIP101286,MUS1195,2024-02-26 08:49:00,Ankara,İç Anadolu,Ev ve Yaşam,Termos,2,519.58,0.0,39.9,Havale/EFT,Yeni,1.0,4.0,Hayır,0.358,1079.06
SIP101192,MUS1126,2024-07-10 11:41:00,Gaziantep,Güneydoğu Anadolu,Spor,Suluk,2,190.5,0.15,39.9,Dijital Cüzdan,Yeni,4.0,5.0,Hayır,0.373,363.75
SIP100059,MUS1226,2025-10-14 12:49:00,Bursa,Marmara,Ofis,Mekanik Klavye,2,2303.76,0.1,0.0,Havale/EFT,Mevcut,4.0,4.0,Hayır,0.404,4146.77
SIP100922,MUS1036,2025-08-22 21:32:00,İzmir,Ege,Ofis,Mekanik Klavye,1,2270.78,0.0,29.9,Kredi Kartı,Yeni,5.0,4.0,Hayır,0.26,2300.68
SIP100089,MUS1037,2024-10-25 08:14:00,,Ege,Kozmetik,Şampuan,1,201.58,0.0,29.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.395,231.48
SIP100054,MUS1313,2024-08-18 20:12:00,Samsun,Karadeniz,Ev ve Yaşam,Saklama Kutusu,1,244.58,0.0,0.0,Kredi Kartı,Yeni,4.0,1.0,Hayır,0.413,244.58
SIP100026,MUS1048,2025-07-17 09:03:00,Bursa,Marmara,Elektronik,Akıllı Saat,1,2919.36,0.0,49.9,Banka Kartı,Mevcut,1.0,5.0,Evet,0.384,2969.26
SIP100255,MUS1072,2025-02-15 15:14:00,İstanbul,Marmara,kitap,Veri Bilimi 101,1,244.09,0.05,49.9,Banka Kartı,Mevcut,2.0,5.0,Hayır,0.377,281.79
SIP101019,MUS1198,2025-06-05 19:31:00,Eskişehir,İç Anadolu,Kitap,İş Analitiği Rehberi,1,264.76,0.2,39.9,Banka Kartı,Mevcut,3.0,4.0,Evet,0.195,251.71
SIP100575,MUS1179,2025-07-26 12:34:00,Eskişehir,İç Anadolu,Spor,Direnç Bandı,1,232.57,0.0,49.9,Havale/EFT,Yeni,2.0,4.0,Hayır,0.39,282.47
SIP101086,MUS1271,2024-09-07 19:42:00,Adana,Akdeniz,Kitap,İş Analitiği Rehberi,2,287.29,0.0,49.9,Dijital Cüzdan,Mevcut,5.0,4.0,Hayır,0.406,624.48
